id,title,description,availability,condition,price,link,image_link,brand,additional_image_link,age_group,color,gender,item_group_id,google_product_category,material,inventory,pattern,product_type,sale_price,sale_price_effective_date,shipping,shipping_weight,size,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
8867,boligrafo siena 014b morado,bolígrafo de plástico traslúcido. mecanismo de click.,in stock,new,4.65 MXN,https://printec.mx/product/boligrafo-siena/,https://www.doblevela.com/images/large/014B_lrg.jpg,014B A090415,https://www.doblevela.com/images/large/014B_lrg.jpg,,"morado,verde",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,18556,SIENA,BOLÍGRAFOS PLÁSTICOS,4.65 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.5 x 1.3 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 29.5 x 22 x 50 cm,Características caja master peso: 12,
8904,lapiz de madera c/arillo y goma 1024 blanco,lápiz de madera con goma blanca.,in stock,new,3.03 MXN,https://printec.mx/product/lapiz/,https://www.doblevela.com/images/large/1024_lrg.jpg,1024 A090536,https://www.doblevela.com/images/large/1024_lrg.jpg,,"blanco,blanco,azul,azul,rojo,rojo,plata,plata,negro,negro",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Madera,174735,LAPIZ,LAPICES,3.03 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 18.9 x 0.8 cm,"Unidad x Empaque: 1,728.00",Características caja master medida: 45.5 x 20.8 x 28 cm,Características caja master peso: 13,
8783,boligrafo cooper 1103 amarillo,bolígrafo de plástico  cuerpo blanco  detalle de anillo en color. mecanismo de click.,in stock,new,3.66 MXN,https://printec.mx/product/boligrafo-cooper/,https://www.doblevela.com/images/large/1103_lrg.jpg,1103 A090041,https://www.doblevela.com/images/large/1103_lrg.jpg,,"amarillo,rojo,negro,naranja,verde",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,20273,COOPER,BOLÍGRAFOS PLÁSTICOS,3.66 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 14.3 x 1 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 31 x 18 x 42 cm,Características caja master peso: 9,
8787,boligrafo soft 1104 amarillo,bolígrafo de plástico de cuerpo blanco  detalle de acordeón en color. mecanismo de click.,in stock,new,3.40 MXN,https://printec.mx/product/boligrafo-soft/,https://www.doblevela.com/images/large/1104_lrg.jpg,1104 A090047,https://www.doblevela.com/images/large/1104_lrg.jpg,,"amarillo,rojo,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,0,SOFT,BOLÍGRAFOS PLÁSTICOS,3.40 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 14.3 x 1 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 18 x 31 x 42 cm,Características caja master peso: 8,
8792,boligrafo cyprus 1108 verde,bolígrafo plástico con cuerpo en color blanco  grip antideslizante y clip de color. mecanismo de click.,in stock,new,3.52 MXN,https://printec.mx/product/boligrafo-cyprus/,https://www.doblevela.com/images/large/1108_lrg.jpg,1108 A090052,https://www.doblevela.com/images/large/1108_lrg.jpg,,"verde,rojo,azul,negro,naranja",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,8234,CYPRUS,BOLÍGRAFOS PLÁSTICOS,3.52 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.2 x 1.3 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 31 x 22 x 52.5 cm,Características caja master peso: 11,
8798,boligrafo orion 1110 amarillo,bolígrafo de plástico cuerpo blanco  tapón y clip de color. mecanismo de click.,in stock,new,2.78 MXN,https://printec.mx/product/boligrafo-orion/,https://www.doblevela.com/images/large/1110_lrg.jpg,1110 A090058,https://www.doblevela.com/images/large/1110_lrg.jpg,,"amarillo,verde,rojo,azul,negro,naranja",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,23624,ORION,BOLÍGRAFOS PLÁSTICOS,2.78 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 14.5 x 1 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 31 x 19 x 42 cm,Características caja master peso: 8,
8807,boligrafo basic 1115 amarillo,bolígrafo básico  línea económica  cuerpo blanco sólido con tapa y tapón en color.,in stock,new,2.14 MXN,https://printec.mx/product/boligrafo-cyprus-2/,https://www.doblevela.com/images/large/1115_lrg.jpg,1115 A090075,https://www.doblevela.com/images/large/1115_lrg.jpg,,"amarillo,azul claro,rojo,blanco,azul,verde,negro,naranja",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,50161,BASIC,BOLÍGRAFOS PLÁSTICOS,2.14 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 14.9 x 0.8 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 33 x 16 x 37 cm,Características caja master peso: 6.2,
8816,boligrafo zebra 1134 naranja,bolígrafo de plástico  cuerpo blanco  con franjas de color traslúcido. mecanismo de click.,in stock,new,3.85 MXN,https://printec.mx/product/boligrafo-zebra/,https://www.doblevela.com/images/large/1134_lrg.jpg,1134 A090112,https://www.doblevela.com/images/large/1134_lrg.jpg,,"naranja,verde,rojo,azul,negro",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,2859,ZEBRA,BOLÍGRAFOS PLÁSTICOS,3.85 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 14 x 1.2 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 31 x 22.5 x 47.5 cm,Características caja master peso: 10.5,
8830,boligrafo tech 1401 amarillo,bolígrafo de plástico en colores traslúcidos  con goma antideslizante y punta cromada. mecanismo de click.,in stock,new,4.29 MXN,https://printec.mx/product/boligrafo-tech/,https://www.doblevela.com/images/large/1401_lrg.jpg,1401 A090122,https://www.doblevela.com/images/large/1401_lrg.jpg,,"amarillo,naranja,rosa,azul claro,blanco,morado,verde,rojo,azul,negro",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,0,TECH,BOLÍGRAFOS PLÁSTICOS,4.29 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.7 x 1.3 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 30 x 32 x 54.5 cm,Características caja master peso: 13,
8833,boligrafo smooth 1411 transparente,bolígrafo de plástico traslúcido. mecanismo de click.,in stock,new,3.66 MXN,https://printec.mx/product/boligrafo-smooth/,https://www.doblevela.com/images/large/1411_lrg.jpg,1411 A090148,https://www.doblevela.com/images/large/1411_lrg.jpg,,transparente,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,0,SMOOTH,BOLÍGRAFOS PLÁSTICOS,3.66 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.5 x 1 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 30 x 20 x 51 cm,Características caja master peso: 10,
12214,boligrafo ice 1471 rojo,bolígrafo de plástico traslucido. mecanismo de click.,in stock,new,4.24 MXN,https://printec.mx/,https://www.doblevela.com/images/large/1471_lrg.jpg,1471 A090277,https://www.doblevela.com/images/large/1471_lrg.jpg,,rojo,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,,0,ICE,,4.24 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 31 x 20 x 48 cm,Unidad x Empaque: 1000,Características caja master medida: 31 x 20 x 48 cm,Características caja master peso: 10 kg,
8843,boligrafo slim 1478 azul,bolígrafo plástico con terminado mate  con punta y clip en acabado metálico. mecanismo retráctil.,in stock,new,7.30 MXN,https://printec.mx/product/boligrafo-slim/,https://www.doblevela.com/images/large/1478_lrg.jpg,1478 A090315,https://www.doblevela.com/images/large/1478_lrg.jpg,,"azul,blanco,negro",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,30004,SLIM,BOLÍGRAFOS PLÁSTICOS,7.30 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.2 x 0.9 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 30 x 16 x 37 cm,Características caja master peso: 8,
8844,boligrafo luxemburg 1481 plateado,bolígrafo de plástico en color metalizado y clip de metal. mecanismo de click.,in stock,new,3.88 MXN,https://printec.mx/product/boligrafo-luxermburgo/,https://www.doblevela.com/images/large/1481_lrg.jpg,1481 A090323,https://www.doblevela.com/images/large/1481_lrg.jpg,,plata,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,4,LUXEMBURG,BOLÍGRAFOS PLÁSTICOS,3.88 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.8 x 1.2 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 31 x 20 x 48 cm,Características caja master peso: 12,
8848,boligrafo starfrost 1482 morado,bolígrafo de plástico  cuerpo traslúcido y detalles en color. mecanismo de click.,in stock,new,3.35 MXN,https://printec.mx/product/boligrafo-starfrost/,https://www.doblevela.com/images/large/1482_lrg.jpg,1482 A090331,https://www.doblevela.com/images/large/1482_lrg.jpg,,"morado,verde",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,0,STARFROST,BOLÍGRAFOS PLÁSTICOS,3.35 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.8 x 1.2 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 31 x 22 x 58 cm,Características caja master peso: 13,
8849,boligrafo c/luz y laser 2108 plateado,bolígrafo metálico con luz y señalador láser  ideal para presentaciones. presentación: estuche de aluminio en color plata. incluye 3 pilas en uso y 3 pilas de repuesto.,in stock,new,77.11 MXN,https://printec.mx/product/boligrafo-laser/,https://www.doblevela.com/images/large/2108_lrg.jpg,2108 A090337,https://www.doblevela.com/images/large/2108_lrg.jpg,,plata,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Cobre/Aluminio,1304,LASER,BOLÍGRAFOS MULTIFUNCION,77.11 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13 x 1 cm,Unidad x Empaque: 100,Características caja master medida: 23.5 x 23.5 x 39 cm,Características caja master peso: 7.2,
8854,boligrafo metalico premier 2110 verde,bolígrafo delgado de aluminio  con punta cromada. mecanismo de click.,in stock,new,12.60 MXN,https://printec.mx/product/boligrafo-premier/,https://www.doblevela.com/images/large/2110_lrg.jpg,2110 A090345,https://www.doblevela.com/images/large/2110_lrg.jpg,,"verde,rojo,azul,negro,rosa,plata,blanco,naranja,morado",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Aluminio,36,PREMIER,BOLÍGRAFOS METÁLICOS,12.60 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.6 x 1 cm,Unidad x Empaque: 500,Características caja master medida: 18 x 15 x 55 cm,Características caja master peso: 10,
8718,set termo de viaje con estuche  filadelfia 2tt5838 negro,estuche de viaje con recipientes térmicos  correa ajustable  interior plastificado  bolsas de malla y cierre. incluye: un termo con tapa-vaso de rosca. cap. 500 ml. dos tazas térmicas cap. 200 ml. y dos cucharas de acero inoxidable. estuche de poliéster.,in stock,new,467.46 MXN,https://printec.mx/product/estuche-filadelfia/,https://www.doblevela.com/images/large/2TT5838_lrg.jpg,2TT5838 A040291,https://www.doblevela.com/images/large/2TT5838_lrg.jpg,,"negro,negro",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Acero Inoxidable/Poliéster,907,FILADELFIA,TERMOS,467.46 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: TER Ø 7 x 27 cm TZ Ø 8 x 7 cm,Unidad x Empaque: 20,Características caja master medida: 76 x 40 x 23 cm,Características caja master peso: 14,
8872,boligrafo tapiz 5104t naranja,bolígrafo plástico traslucido de doble capa  la capa interior puede imprimirse o insertar papel impreso ya que es fácil desmontarla. mecanismo de click.,in stock,new,6.30 MXN,https://printec.mx/,https://www.doblevela.com/images/large/5104T_lrg.jpg,5104T A090432,https://www.doblevela.com/images/large/5104T_lrg.jpg,,"naranja,negro,rojo,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,8782,TAPIZ,BOLÍGRAFOS PLÁSTICOS,6.30 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.9 x 1.5 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 31 x 22 x 58 cm,Características caja master peso: 13,
8865,boligrafo tundra 7401 transparente,bolígrafo de plástico traslúcido. mecanismo de click.,in stock,new,4.53 MXN,https://printec.mx/product/boligrafo-tundra/,https://www.doblevela.com/images/large/7401_lrg.jpg,7401 A090404,https://www.doblevela.com/images/large/7401_lrg.jpg,,"transparente,negro,rosa,amarillo,rojo,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,0,TUNDRA,BOLÍGRAFOS PLÁSTICOS,4.53 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.6 x 1.1 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 31 x 20 x 48 cm,Características caja master peso: 8,
9439,libreta ecologica minna a2100 negro,libreta ecológica con espiral metálico  broche magnético y protector de externos. incluye 5 bandas adhesivas en colores diferentes y blocks de notas rectangulares en 2 tamaños. 70 hojas rayadas (140 páginas) y bolígrafo de papel con sujetador elástico.,in stock,new,47.25 MXN,https://printec.mx/product/libreta-minna/,https://www.doblevela.com/images/large/A2100_lrg.jpg,A2100 A2100.02,https://www.doblevela.com/images/large/A2100_lrg.jpg,,"negro,naranja,rojo,verde claro,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Cartón,0,MINNA,LIBRETAS,47.25 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.8 x 18 cm,Unidad x Empaque: 50,Características caja master medida: 42 x 36 x 21 cm,Características caja master peso: 12,
9446,navaja rubber a2101 negro,navaja metálica multiusos con acabado en color. incluye: cuchillo  2 sierras  destapador  sacacorchos  lima para uñas  enhebrador de agujas  punzón y destornillador. con arillo para llavero. presentación: caja en color negro.,in stock,new,86.94 MXN,https://printec.mx/product/navaja-rubber/,https://www.doblevela.com/images/large/A2101_lrg.jpg,A2101 A2101.02,https://www.doblevela.com/images/large/A2101_lrg.jpg,,"negro,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Acero Inoxidable/Aluminio,1,RUBBER,HERRAMIENTAS,86.94 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 10 x 2.4 x 1.4 cm,Unidad x Empaque: 120,Características caja master medida: 23.5 x 17.5 x 35 cm,Características caja master peso: 15,
9449,juego de dardos montecarlo a2102 negro,juego de dardos magnéticos con estuche rígido para guardar el juego. incluye: telón enrollable magnético con dos diferentes blancos y 6 dardos magnéticos de seguridad.,in stock,new,264.60 MXN,https://printec.mx/product/dardos-montecarlo/,https://www.doblevela.com/images/large/A2102_lrg.jpg,A2102 A2102.02,https://www.doblevela.com/images/large/A2102_lrg.jpg,,negro,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Poliéster,501,MONTECARLO,RECREACION,264.60 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 38 x 44 cm,Unidad x Empaque: 12,Características caja master medida: 32 x 24 x 47 cm,Características caja master peso: 12,
9451,porta ipad radix a2104 blanco,base plegable de plástico para celulares y tablets  ajustable a cualquier modelo y tamaño. esquinas de silicón para una mejor adhesión de las superficies y seguridad de los equipos.,in stock,new,12.60 MXN,https://printec.mx/product/base-radix/,https://www.doblevela.com/images/large/A2104_lrg.jpg,A2104 A2104.01,https://www.doblevela.com/images/large/A2104_lrg.jpg,,"blanco,rojo,verde claro",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico/Silicón,4965,RADIX,ACCESORIOS CELULAR Y TABLET,12.60 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.6 x 4 x 0.6 cm,Unidad x Empaque: 500,Características caja master medida: 44 x 31 x 17.5 cm,Características caja master peso: 11,
9458,juego de raquetas splash a2105 rojo,juego de 2 raquetas para playa con mango acolchado para una cómoda sujeción. incluye pelota de pvc.,in stock,new,57.58 MXN,https://printec.mx/product/raquetas-splash/,https://www.doblevela.com/images/large/A2105_lrg.jpg,A2105 A2105.04,https://www.doblevela.com/images/large/A2105_lrg.jpg,,"rojo,rojo,azul,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico/PVC,1,SPLASH,RECREACION,57.58 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: MD/ 18.7 x 33.2 cm MD/PELOTA Ø 4 cm,Unidad x Empaque: 40,Características caja master medida: 50 x 34 x 23 cm,Características caja master peso: 12,
9460,tabla con cuchillo rosseta a2106 rosa,tabla para picar y cuchillo de cocina con destapador. el cuchillo cuenta con mango de plástico y funda protectora del mismo color  útil para conservarlo en buen estado y evitar accidentes en la cocina.,in stock,new,80.39 MXN,https://printec.mx/product/tabla-rosseta/,https://www.doblevela.com/images/large/A2106_lrg.jpg,A2106 A2106.05,https://www.doblevela.com/images/large/A2106_lrg.jpg,,"rosa,verde claro,azul claro",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico PP/Acero Inoxidable,13,ROSSETA,ACCESORIOS DE COCINA,80.39 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 20 x 30 cm,Unidad x Empaque: 50,Características caja master medida: 42 x 31 x 26 cm,Características caja master peso: 12,
9463,vaso termico voyager a2108 blanco,vaso en material plástico acabado mate con interior plástico reforzado  sello a presión con tapa deslizable para beber. cap. 500 ml.,in stock,new,54.76 MXN,https://printec.mx/product/vaso-voyager/,https://www.doblevela.com/images/large/A2108_lrg.jpg,A2108 A2108.01,https://www.doblevela.com/images/large/A2108_lrg.jpg,,"blanco,rojo,verde claro,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico PP,574,VOYAGER,VASOS,54.76 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: Ø 9.5 x 20.5 cm,Unidad x Empaque: 24,Características caja master medida: 60 x 40 x 22 cm,Características caja master peso: 5.6,
9470,boligrafo con touch oddra a2113 blanco,bolígrafo metálico  con recubrimiento brillante en color. clip  punta y detalles en color plata. esbelto y ligero diseño que lo hace muy cómodo al escribir. cuenta con touch para dispositivos táctiles. mecanismo retráctil.,in stock,new,11.34 MXN,https://printec.mx/product/boligrafo-oddra/,https://www.doblevela.com/images/large/A2113_lrg.jpg,A2113 A2113.01,https://www.doblevela.com/images/large/A2113_lrg.jpg,,"blanco,negro,naranja,rojo,rosa,amarillo,verde claro,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Acero Inoxidable,0,ODDRA,BOLÍGRAFOS METÁLICOS,11.34 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 13.8 x 0.8 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 64 x 33 x 33 cm,Características caja master peso: 13,
9483,desarmador dynamic a2115 rojo,desarmador con lámpara todo en uno  cuerpo de plástico  con botón encendido/apagado  5 puntas diferentes y 4 leds. cuenta con mecanismo de bloqueo para seguro de los desarmadores. fácil de usar y transportar. utiliza 2 baterías aaa (no incluidas). presentación: caja en color blanco.,in stock,new,65.15 MXN,https://printec.mx/product/desarmador-dynamic/,https://www.doblevela.com/images/large/A2115_lrg.jpg,A2115 A2115.04,https://www.doblevela.com/images/large/A2115_lrg.jpg,,rojo,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico ABS/Metal,0,DYNAMIC,HERRAMIENTAS,65.15 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 9.6 x 3.2 cm,Unidad x Empaque: 100,Características caja master medida: 42 x 22 x 22 cm,Características caja master peso: 12,
9484,boligrafo neus a2116 blanco,bolígrafo con tapón y goma óptica especial para dispositivos touch  acabados en esmalte y cromo. presentación: caja en color negro.,in stock,new,95.25 MXN,https://printec.mx/product/boligrafo-neus/,https://www.doblevela.com/images/large/A2116_lrg.jpg,A2116 A2116.01,https://www.doblevela.com/images/large/A2116_lrg.jpg,,"blanco,humo",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Cobre,842,NEUS,BOLÍGRAFOS METÁLICOS,95.25 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 14.8 x 1 cm,Unidad x Empaque: 300,Características caja master medida: 36.5 x 32.5 x 31 cm,Características caja master peso: 14.5,
12218,boligrafo albus a2117 rojo,bolígrafo metálico con sistema de apertura retráctil en la parte superior; touch para dispositivos con pantallas táctiles y pequeñas hendiduras para sujeción  un pequeño detalle que lo hace lucir.,in stock,new,10.50 MXN,https://printec.mx/product/boligrafo-albus/,https://www.doblevela.com/images/large/A2117_lrg.jpg,A2117 A2117.04,https://www.doblevela.com/images/large/A2117_lrg.jpg,,rojo,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,,0,ALBUS,,10.50 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 45 x 31 x 19 cm,Unidad x Empaque: 1000,Características caja master medida: 45 x 31 x 19 cm,Características caja master peso: 15.5 kg,
11554,llavero plastico con linterna torch a2119 negro,llavero con forma de lámpara  material plástico en dos tonos  botón de encendido de presión  luz led de alta intensidad (incluye batería).,in stock,new,11.85 MXN,https://printec.mx/product/llavero-torch/,https://www.doblevela.com/images/large/A2119_lrg.jpg,A2119 A2119.02,https://www.doblevela.com/images/large/A2119_lrg.jpg,,"negro,negro",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,,2,TORCH,,11.85 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 34 x 21 x 43 cm,Unidad x Empaque: 500,Características caja master medida: 34 x 21 x 43 cm,Características caja master peso: 9.5 kg,
9491,llavero metalico rod a2120 negro,llavero metálico con destapador  de forma ergonómica  cómodo y seguro.,in stock,new,7.56 MXN,https://printec.mx/product/llavero-rod/,https://www.doblevela.com/images/large/A2120_lrg.jpg,A2120 A2120.02,https://www.doblevela.com/images/large/A2120_lrg.jpg,,"negro,rojo,azul,plata",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Aluminio,18082,ROD,LLAVEROS METÁLICOS,7.56 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 8 x 1.5 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 54 x 31 x 44 cm,Características caja master peso: 13,
9496,llavero con linterna leonardo a2121 rojo,llavero metálico con linterna  luz blanca de 3 leds de alta intensidad  botón de encendido con goma de protección. incluye baterías. presentación: caja en color negro.,in stock,new,36.54 MXN,https://printec.mx/product/lampara-leonardo/,https://www.doblevela.com/images/large/A2121_lrg.jpg,A2121 A2121.04,https://www.doblevela.com/images/large/A2121_lrg.jpg,,"rojo,rojo,verde claro,verde claro,azul,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Aluminio,12573,LEONARDO,LINTERNAS,36.54 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: Ø 1.7 x 5.5 cm,Unidad x Empaque: 500,Características caja master medida: 33 x 23 x 30 cm,Características caja master peso: 13.5,
9499,linterna laterne a2122 azul,linterna metálica telescópica con extensión flexible  luz led de alta intensidad  botón de encendido con goma de protección  clip metálico para llevarla en el bolsillo  cuenta con un imán en la punta de la lámpara para recoger pequeños objetos metálicos  incluye baterías. extensión: 55.5 cm. presentación: caja en color negro.,in stock,new,112.14 MXN,https://printec.mx/product/linterna-laterne-2/,https://www.doblevela.com/images/large/A2122_lrg.jpg,A2122 A2122.09,https://www.doblevela.com/images/large/A2122_lrg.jpg,,azul,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Aluminio,152,LATERNE,LINTERNAS,112.14 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 17 x 2.6 cm,Unidad x Empaque: 100,Características caja master medida: 30.5 x 20.5 x 31 cm,Características caja master peso: 10.5,
9500,boligrafo castelar a2123 negro,bolígrafo metálico  clip y detalles plateados; cuenta con luz led y apuntador láser  botones de encendido para cada una de estas funciones  así como touch para dispositivos con pantallas táctiles. ideal para esas juntas de negocios. presentación: caja en color negro.,in stock,new,50.40 MXN,https://printec.mx/product/boligrafo-castelar/,https://www.doblevela.com/images/large/A2123_lrg.jpg,A2123 A2123.02,https://www.doblevela.com/images/large/A2123_lrg.jpg,,negro,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Acero Inoxidable,4382,CASTELAR,BOLÍGRAFOS METÁLICOS,50.40 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 12.1 x 1 cm,Unidad x Empaque: 200,Características caja master medida: 44 x 39 x 22 cm,Características caja master peso: 8,
9502,boligrafo plastico valdivia a2124 blanco,bolígrafo plástico con clip de metal. mecanismo retráctil.,in stock,new,6.05 MXN,https://printec.mx/product/boligrafo-valdivia/,https://www.doblevela.com/images/large/A2124_lrg.jpg,A2124 A2124.01,https://www.doblevela.com/images/large/A2124_lrg.jpg,,"blanco,negro,naranja,rojo,verde,verde claro,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,34,VALDIVIA,BOLÍGRAFOS PLÁSTICOS,6.05 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 14.1 x 1 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 40 x 31 x 17 cm,Características caja master peso: 9,
12223,boligrafo metalico tariba a2125 plata,bolígrafo metálico con cuerpo de color  punta y clip de plástico en negro  diseño peculiar que le da realce.,in stock,new,13.16 MXN,https://printec.mx/product/boligrafo-tariba/,https://www.doblevela.com/images/large/A2125_lrg.jpg,A2125 A2125.17,https://www.doblevela.com/images/large/A2125_lrg.jpg,,plata,unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,,541,TARIBA,,13.16 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 50 x 30 x 21 cm,Unidad x Empaque: 1000,Características caja master medida: 50 x 30 x 21 cm,Características caja master peso: 17 kg,
9513,boligrafo talent a2126 negro,bolígrafo retráctil  goma de sujeción antideslizante  la parte superior cuenta con marcatextos en gel color amarillo  que no se corre y no se seca.,in stock,new,13.98 MXN,https://printec.mx/product/boligrafo-talent/,https://www.doblevela.com/images/large/A2126_lrg.jpg,A2126 A2126.02,https://www.doblevela.com/images/large/A2126_lrg.jpg,,"negro,rojo,azul",unisex,,Furniture > Office Furniture Accessories > Desk Parts & Accessories,Plástico,1,TALENT,BOLÍGRAFO RESALTADOR,13.98 MXN,2019-10-12T0:00-23:59/2019-12-31T0:00-23:59,,,,Medida: 14.8 x 1.5 cm,"Unidad x Empaque: 1,000.00",Características caja master medida: 58 x 31 x 24 cm,Características caja master peso: 14.5,
